Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000015	DNA	DTM	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000213	DNA	Helitron	1506	593	0	697	357	853	0	2588	1485	3295	2653	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000004	DNA	Helitron	2741	2610	74	373	166	88	1537	779	475	969	313	1470	1685	1500	2276	2668	1613	1677	1053	1219	648	1126	953	879	1240	1419	684	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000029	DNA	DTC	3179	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000222	DNA	DTT	943	267	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000139	DNA	Helitron	17689	366	74	0	548	1138	299	3581	10927	8841	25898	15227	5195	1066	639	83	133	0	1144	201	103	164	42	65	0	113	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000010	DNA	Helitron	9160	0	996	51	0	37	12121	7580	10841	1705	2864	571	333	605	1915	2049	12852	12129	1713	1029	1017	2301	1599	1077	1215	1290	5634	2830	1049	731	463	174	233	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000751	DNA	Helitron	0	0	0	0	0	0	1362	2545	1422	1742	640	0	666	0	0	0	0	0	153	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000630_LTR	LTR	Gypsy	421	0	421	31	422	0	0	0	0	0	817	414	834	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000805_INT	LTR	unknown	1718	0	0	0	0	0	0	41	0	42	0	0	88	0	0	0	0	0	0	0	0	0	57	0	146	170	0	85	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000355_INT	LTR	Copia	5654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	82	0	358	0	0	271	332	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000390	DNA	Helitron	900	0	0	0	0	0	0	0	0	0	99	0	0	207	254	0	278	438	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000450_LTR	LTR	Gypsy	361	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000477_INT	LTR	Gypsy	4821	0	0	0	0	2699	0	2181	0	1303	720	1043	63	0	431	60	148	64	589	0	1557	1577	2668	245	0	0	215	1349	0	697	1198	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000092	DNA	DTM	773	515	0	283	0	0	0	196	0	0	0	0	0	596	387	438	456	0	0	701	73	982	232	113	528	286	0	228	231	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000730	DNA	Helitron	924	0	855	0	911	1608	3436	6384	5227	17838	8010	896	0	0	0	0	249	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000810_LTR	LTR	Gypsy	1619	21440	61546	10999	11069	14388	10867	15576	4644	1783	2132	3218	5855	1332	2681	0	2333	2447	560	451	8898	2129	215	214	6164	4296	4968	37	215	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000112	DNA	Helitron	3769	175	0	0	0	0	0	78	0	0	0	76	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000110	DNA	DTM	1494	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000316_INT	LTR	Copia	4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	1115	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000262	DNA	Helitron	4207	477	0	0	0	0	374	547	458	0	282	330	0	387	733	630	557	197	681	138	679	406	603	437	0	0	0	85	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000050	DNA	Helitron	3605	94	102	0	0	0	0	0	0	41	99	558	830	806	91	774	1704	467	256	444	493	262	349	35	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000218	DNA	Helitron	5719	194	0	0	49	0	0	0	47	0	0	551	58	303	108	500	172	228	0	116	128	300	103	262	115	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000323_INT	LTR	Gypsy	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	165	0	0	0	0	0	3926	733	0	0	432	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0
TE_00000120	DNA	Helitron	11124	3179	0	113	0	105	0	0	0	0	0	0	0	43	0	0	0	701	116	161	350	667	471	482	738	488	113	1019	939	107	163	0	0	0	628	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000079	DNA	Helitron	7245	546	169	57	70	0	199	399	152	185	68	415	248	527	413	357	283	134	437	576	406	137	145	78	0	0	0	0	624	0	339	617	687	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000440_INT	LTR	Gypsy	4835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000028	DNA	Helitron	7959	1000	0	0	0	3096	108	3311	119	0	39	0	0	25	0	0	0	68	60	810	136	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000773_INT	LTR	Gypsy	4572	0	0	0	0	0	0	0	0	0	0	0	0	0	77	44	43	0	0	0	48	0	0	0	3154	4496	4556	0	4541	1758	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000339_INT	LTR	Copia	0	0	0	4524	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000561_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000241	DNA	DTA	970	167	848	850	0	847	166	147	0	0	0	164	0	0	0	0	0	0	0	730	0	0	0	0	209	174	300	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000827_LTR	LTR	Copia	148	148	148	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000349	DNA	DTA	0	0	0	978	0	0	650	0	975	2927	2055	3520	1068	2371	0	671	1071	0	170	243	476	1914	2156	986	5845	2772	265	1456	214	181	246	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000174	DNA	DTM	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000458	DNA	Helitron	0	831	565	1639	1430	821	854	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000054	DNA	Helitron	0	351	85	29	0	0	0	0	0	0	0	1053	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000038	DNA	Helitron	3548	0	0	0	0	0	0	0	0	0	141	0	0	0	221	159	0	111	0	228	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000689	DNA	Helitron	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000485_LTR	LTR	Copia	382	1050	350	446	0	438	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000762	DNA	DTC	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000478_LTR	LTR	Copia	1134	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	109	0	360	0	347	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000771_LTR	LTR	Copia	274	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000799	DNA	DTM	1303	0	0	0	0	0	0	0	0	0	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000024	DNA	Helitron	4799	0	0	0	0	360	0	0	75	237	625	409	177	117	532	0	2	377	485	0	87	397	318	367	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000553_INT	LTR	Copia	4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000663_LTR	LTR	Gypsy	3136	444	395	0	208	1511	107	1235	2121	802	821	1713	0	0	0	64	0	0	903	444	0	0	657	137	0	177	481	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000348	DNA	DTM	381	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	375	0	229	0	484	0	247	34	213	181	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000683	MITE	DTA	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	186	0	0	87	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000765_INT	LTR	Gypsy	0	4647	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	342	0	2538	0	109	0	2819	688	0	0	539	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000423_LTR	LTR	Copia	181	181	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	312	0	0	0	0	182	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000848_INT	LTR	Gypsy	1037	5153	425	0	372	2490	4986	3853	23391	25297	30301	10161	5442	11567	9360	11821	2712	0	2956	3210	4484	7436	3184	117	130	0	0	0	480	127	0	352	1613	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000480_LTR	LTR	Copia	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	145	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000642_LTR	LTR	Copia	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000821	DNA	Helitron	1808	0	0	0	0	0	33	0	0	65	99	35	172	35	27	0	284	440	187	0	322	617	561	0	32	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000076	DNA	DTC	2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000495	DNA	DTM	1465	567	0	717	0	0	0	0	0	553	0	642	0	0	0	80	0	45	0	151	296	562	403	483	611	234	736	295	242	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000673	DNA	DTA	7566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	358	131	661	856	496	670	20	1119	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000551	DNA	DTC	0	0	2313	3847	0	0	0	39	0	235	0	0	827	961	0	0	206	54	0	0	0	0	196	679	0	0	143	733	342	174	140	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000384	DNA	DTM	3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000600	DNA	Helitron	74	0	166	188	0	0	81	0	0	0	0	366	142	61	138	83	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000220	DNA	DTM	505	0	0	0	0	0	50	0	0	0	336	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000845_LTR	LTR	Gypsy	1297	0	864	0	163	187	0	171	0	0	0	1292	414	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000777_INT	LTR	Copia	4133	0	0	0	0	0	0	747	359	0	0	836	0	0	0	0	0	0	0	0	0	0	1646	0	4884	3466	2231	871	3134	0	946	0	0	1130	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000745_INT	LTR	Gypsy	2540	0	0	0	0	0	0	0	2449	52	1216	0	0	168	61	143	1756	1557	227	1325	903	1639	1126	0	1337	1058	542	885	866	2808	560	465	336	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000856_LTR	LTR	Copia	500	0	0	500	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000191	DNA	Helitron	6015	5131	1015	908	179	1150	349	931	474	104	229	1120	276	299	632	889	495	877	556	2813	1444	1389	2215	283	1323	784	672	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000388_INT	LTR	Copia	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	803	0	0	1131	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000483_INT	LTR	Gypsy	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000667	MITE	DTA	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	185	95	0	227	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000858	DNA	Helitron	11726	0	0	0	0	198	5073	1252	1709	3587	2130	1504	1601	1126	1847	1181	995	3408	1446	3485	5860	4274	1640	8493	3213	5168	1681	1415	2054	940	339	619	353	0	186	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000597	MITE	DTA	215	0	0	0	46	23	0	211	0	0	0	0	0	125	0	51	0	0	0	0	0	79	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000007	DNA	Helitron	7867	2599	6032	2064	0	598	0	0	64	0	118	105	1309	2713	2193	1177	2489	6347	5357	4646	4869	6744	4586	4602	4533	2811	1356	673	406	71	236	0	574	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000439_LTR	LTR	Copia	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000627_LTR	LTR	Copia	1203	0	0	0	0	0	0	0	0	146	0	0	0	284	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000165	DNA	DTM	575	108	108	108	144	212	0	0	580	294	280	0	55	0	0	63	36	288	420	286	286	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000651_INT	LTR	Copia	4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	64	722	2916	5474	3379	0	1673	738	0	0	865	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000016	DNA	DTC	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000044	DNA	Helitron	2965	502	367	751	195	472	1694	1242	86	187	731	213	0	415	338	162	711	455	275	773	288	271	110	218	216	132	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000275	DNA	DTM	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000704_LTR	LTR	Copia	3149	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000343_LTR	LTR	Copia	168	168	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	140	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000313_INT	LTR	unknown	1422	0	0	0	0	1414	403	4848	1293	5078	1014	8058	6538	3355	1325	1354	1738	479	104	105	161	47	0	233	33	33	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000405	DNA	DTM	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	69	0	0	0	1311	0	427	0	710	1319	606	832	1371	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000270	DNA	Helitron	5170	0	0	29	0	1259	0	0	587	0	691	43	0	146	0	362	112	235	0	684	1232	1274	429	584	496	0	262	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000107	DNA	DTC	1037	0	0	0	0	0	0	0	0	0	123	0	0	60	632	59	0	156	0	204	54	428	19	163	58	314	101	22	22	22	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000819	DNA	Helitron	2152	267	0	1055	1471	310	566	575	0	0	0	316	342	405	450	422	504	267	353	174	344	349	301	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000172	DNA	Helitron	4821	154	0	143	0	259	0	111	0	0	0	0	0	51	0	879	0	0	0	0	215	0	0	192	583	0	300	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000006	DNA	Helitron	2531	0	0	0	0	0	0	48	0	0	0	0	0	0	233	231	0	0	0	217	653	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000069	DNA	DTC	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000487	DNA	Helitron	1973	4816	7116	7436	3462	1735	0	0	34	0	0	0	0	0	142	0	0	124	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000463_INT	LTR	Copia	6460	0	0	0	0	0	0	0	0	6266	55	321	0	0	5844	1260	12976	0	0	0	0	0	1534	0	0	0	0	4024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000723_INT	LTR	Copia	3411	0	0	0	0	4131	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	8735	0	499	0	0	0	379	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000646_INT	LTR	Copia	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	0	0	0	340	238	1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000102	DNA	DTC	3595	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000099	DNA	Helitron	10523	0	0	0	0	0	0	328	0	0	39	450	126	0	0	148	0	0	201	989	256	503	109	0	531	115	176	0	171	0	183	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000780_INT	LTR	Copia	7285	3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000742_INT	LTR	Copia	0	0	1668	0	0	2767	0	0	4396	0	0	0	0	0	0	0	0	0	143	0	6839	0	0	0	0	0	198	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000775_INT	LTR	Copia	0	0	0	0	0	0	0	4237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000659_INT	LTR	Gypsy	9319	0	0	0	42	7814	414	5866	2846	3642	6064	5346	6842	17118	9606	240	10747	8644	2144	8029	8601	7697	10329	449	824	847	1181	7016	0	7036	1640	1369	723	0	0	224	0	151	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000178	DNA	Helitron	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000247	DNA	Helitron	12484	0	843	239	362	592	1657	0	90	0	49	202	614	260	246	248	623	1955	2159	2632	1311	1876	3092	1171	519	322	2014	2573	860	8110	1681	1305	2093	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000790_LTR	LTR	Gypsy	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000123	DNA	DTC	377	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000113	DNA	DTM	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000244	DNA	Helitron	5591	1583	895	273	521	962	1848	142	35	1026	772	0	0	38	0	81	0	0	322	586	362	701	118	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000250_INT	LTR	Gypsy	505	6142	0	175	579	714	6220	7565	59	5311	2295	162	0	11490	8997	3910	12398	2260	3205	6445	5271	12380	14140	5953	1398	8718	96	1680	436	259	526	771	2214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000392_LTR	LTR	Gypsy	931	63	1736	62	0	0	907	1141	124	324	0	0	0	0	144	76	0	0	0	83	157	0	0	140	111	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000528_LTR	LTR	Copia	766	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	327	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000329_LTR	LTR	Gypsy	1003	0	77	1027	849	1358	12841	27065	13057	7605	14619	13077	16982	13613	9361	8902	11158	7599	3479	6152	10417	9988	12215	15555	15666	28233	22762	14084	5077	3484	262	175	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000383_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000252	DNA	DTC	1532	249	0	0	0	0	63	0	0	0	0	63	0	0	0	112	0	173	79	509	52	72	401	205	375	652	45	156	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000109	DNA	DTM	3380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
